Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-04-13,"Uncategorized","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-04-13,"Uncategorized","Hosen Baked Beans","1.00 can",226.58,,,,,,,,,,,,,,,,,,,,,,,,1200.00,,39.90,14.70,,10.50,,25.20,0.00,0.00,,,0.00,0.00,,,,,,,,,,17.10,,,,,""
2024-04-13,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-13,"Uncategorized","Shrimp Pasta","1.00 full recipe",330.22,0.00,0.00,68.67,0.13,0.07,3.21,0.54,0.23,1.53,65.21,217.83,0.00,5.66,2.46,1.77,120.21,0.26,0.66,39.53,0.14,300.99,182.33,51.70,1268.07,1.64,13.25,0.44,8.24,1.96,0.00,12.80,20.37,234.90,4.55,1.20,12.40,0.69,0.34,0.57,0.27,0.49,1.01,1.88,2.00,0.62,0.97,23.10,0.87,0.26,0.81,1.04,""
2024-04-13,"Uncategorized","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,20.20,3.24,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,0.00,20.43,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2024-04-13,"Uncategorized","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,20.20,3.24,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,0.00,20.43,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2024-04-13,"Uncategorized","Chicken and Veggies","1.00 full recipe",467.40,0.00,0.00,80.89,0.08,0.15,14.91,1.19,0.72,0.44,5.40,147.63,0.00,8.06,0.79,1.76,42.80,0.06,2.00,32.80,0.02,264.00,301.20,29.48,884.60,1.49,20.01,2.10,0.00,4.41,0.00,17.88,22.43,146.00,6.05,1.78,13.60,0.76,0.18,1.42,0.48,1.16,1.97,2.80,3.16,1.03,1.48,41.66,1.57,0.44,1.26,1.85,""
2024-04-13,"Uncategorized","Cheese Popcorn","10.00 bag - single serving - each 1 oz",1525.98,0.00,0.00,3.28,0.20,0.29,4.34,1.08,0.31,0.34,66.26,121.42,0.00,7.37,11.54,4.41,320.36,0.51,6.03,278.13,2.10,1023.44,739.94,33.77,2519.79,7.00,146.56,27.13,101.79,1.77,0.00,119.23,94.09,30.26,25.10,46.00,16.72,0.56,1.02,44.62,0.44,0.85,1.17,3.35,0.95,0.64,1.43,31.20,1.17,0.33,1.25,1.56,"Snacks"
2024-04-14,"Uncategorized","Egg and Corned Beef","1.00 full recipe",412.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,706.00,1.58,1.68,2.00,0.00,1.68,0.00,0.00,25.92,589.50,6.12,2.12,10.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-14,"Uncategorized","Selecta, Non Fat Milk","1.00 x 8.28 fl oz (245ml)",90.00,,,,1.20,1.30,16.00,,1.30,1.60,,150.00,,200.00,,,284.00,,,29.00,,217.00,,,130.00,0.90,13.00,0.00,,12.00,,13.00,0.00,5.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Dairy and Egg Products"
2024-04-14,"Uncategorized","Kopiko, Lucky Day, Strong and Creamy Coffee","2.00 bottle (180ml)",260.00,,,310.00,,0.20,,,,,,,,,,,,,,,,,,,,,38.00,,,26.00,,38.00,12.00,,,,10.00,,,,,,,,,,,,,,,,"Beverages"
2024-04-14,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-14,"Uncategorized","Chicken and Veggies","1.00 full recipe",467.40,0.00,0.00,80.89,0.08,0.15,14.91,1.19,0.72,0.44,5.40,147.63,0.00,8.06,0.79,1.76,42.80,0.06,2.00,32.80,0.02,264.00,301.20,29.48,884.60,1.49,20.01,2.10,0.00,4.41,0.00,17.88,22.43,146.00,6.05,1.78,13.60,0.76,0.18,1.42,0.48,1.16,1.97,2.80,3.16,1.03,1.48,41.66,1.57,0.44,1.26,1.85,""
2024-04-14,"Uncategorized","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,20.20,3.24,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,0.00,20.43,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2024-04-14,"Uncategorized","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,20.20,3.24,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,0.00,20.43,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
2024-04-14,"Uncategorized","Quaker, Oaties Mini Oat Cookies, Honey Nuts","1.00 Package",125.72,,,,,,,,,,,,,,,,,,,,,,,,180.60,,20.92,0.96,,8.04,,19.96,4.09,1.66,1.39,0.68,1.83,0.00,,,,,,,,,,2.30,,,,,"Snacks"
2024-04-14,"Uncategorized","Quaker, Instant Oatmeal, Chocolate","32.00 g",129.94,,,,,,,,,,,,,,,,,,1.16,28.12,,,,,107.64,,24.24,2.72,,7.76,,21.53,2.42,0.00,,,0.48,0.00,,,,,,,,,,3.88,,,,,"Breakfast Cereals"
2024-04-14,"Uncategorized","Rebisco, Crackers","1.00 Pack",150.00,,,,,,,,,,,,,,,,55.00,,1.00,,,,,,170.00,,23.00,0.00,,4.00,,23.00,5.00,3.00,,,3.00,0.00,,,,,,,,,,3.00,,,,,"Snacks"
2024-04-14,"Uncategorized","Cobra, Energy Drink, ImmuniPlus+, Original","1.00 x 240.0 ml",90.00,,,216.93,1.40,,8.00,,0.90,0.80,,,,200.00,,,,,,,,,,,50.00,6.40,23.00,0.00,,23.00,,23.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,"Beverages"
2024-04-15,"Uncategorized","Egg and Tuna","1.00 full recipe",432.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,946.00,1.58,5.68,0.00,0.00,1.68,0.00,5.67,29.92,579.50,6.12,2.12,10.90,0.00,1.30,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,32.87,0.91,0.23,0.77,1.15,""
2024-04-15,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-15,"Uncategorized","Selecta, Non Fat Milk","0.50 x 8.28 fl oz (245ml)",45.00,,,,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,65.00,0.45,6.50,0.00,,6.00,,6.50,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.00,,,,,"Dairy and Egg Products"
2024-04-15,"Uncategorized","White Rice, Steamed","1.00 cup",205.41,0.00,0.00,108.14,0.26,0.02,2.33,0.62,0.15,0.00,67.63,0.00,0.00,0.00,0.06,0.00,15.80,0.11,1.90,18.96,0.75,67.94,55.30,11.85,1.58,0.77,44.51,0.54,36.34,0.05,0.00,43.95,0.44,0.00,0.14,0.12,0.12,0.00,0.02,0.10,0.09,0.10,0.18,0.35,0.15,0.10,0.23,4.25,0.15,0.05,0.14,0.26,"Cereal Grains and Pasta"
2024-04-15,"Uncategorized","Beef with Curry Sauce","1.00 cup",561.06,0.00,0.00,174.68,0.12,0.38,3.27,0.94,0.37,2.16,16.98,150.39,12.17,67.10,1.17,20.89,156.51,0.17,3.91,45.75,0.36,280.32,591.26,26.02,139.48,5.02,11.04,1.88,1.07,6.26,0.00,9.11,48.01,130.24,15.66,5.33,20.27,1.63,0.74,4.04,0.23,0.71,1.00,1.73,1.68,0.55,0.88,22.65,0.96,0.29,0.78,1.10,"Meals, Entrees, and Sidedishes"
2024-04-16,"Uncategorized","White Rice, Steamed","2.00 cup",410.81,0.00,0.00,216.28,0.52,0.04,4.66,1.23,0.29,0.00,135.25,0.00,0.00,0.00,0.13,0.00,31.60,0.22,3.79,37.92,1.49,135.88,110.60,23.70,3.16,1.55,89.02,1.07,72.68,0.09,0.00,87.89,0.88,0.00,0.28,0.24,0.24,0.00,0.04,0.20,0.17,0.20,0.37,0.70,0.31,0.20,0.46,8.50,0.30,0.10,0.28,0.52,"Cereal Grains and Pasta"
2024-04-16,"Uncategorized","Tripe Stew or Menudo, Pima Indian","1.00 cup",334.04,0.00,0.00,224.92,0.65,0.26,5.08,0.30,0.19,0.78,142.83,1.88,0.92,1.20,0.36,4.60,93.22,0.03,2.89,38.29,0.24,152.10,301.87,19.72,345.47,1.70,43.00,2.79,36.05,0.83,0.00,40.20,10.04,116.52,3.99,0.85,3.74,0.44,0.09,0.58,0.23,0.53,0.70,1.56,1.13,0.41,0.70,16.51,0.64,0.13,0.49,0.80,"Meals, Entrees, and Sidedishes"
2024-04-16,"Uncategorized","McCain, Mixed Veg","1.50 Serving",98.97,,,,,,1.50,,0.15,,,550.70,9.38,,,,,,,,,,,,45.00,,18.94,5.81,,4.50,,13.12,0.75,,,,0.19,,,,,,,,,,,3.19,,,,,"Vegetables and Vegetable Products"
2024-04-16,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-16,"Uncategorized","Nescafe, Instant Coffee ","1.00 tsp",5.00,,70.00,0.56,,,,,,,,,,,,,,,,,,,,,2.00,,0.87,,,0.01,,0.87,0.00,,,,,,,,,,,,,,,0.30,,,,,"Beverages"
2024-04-16,"Uncategorized","Selecta, Non Fat Milk","0.50 x 8.28 fl oz (245ml)",45.00,,,,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,65.00,0.45,6.50,0.00,,6.00,,6.50,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.00,,,,,"Dairy and Egg Products"
2024-04-16,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-17,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-17,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-17,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-17,"Uncategorized","Chicken and Potatoes","1.00 full recipe",500.19,0.00,0.00,270.02,0.21,0.31,15.96,1.96,1.08,0.37,15.27,76.23,24.00,9.03,0.69,1.73,65.34,0.41,4.87,97.67,0.59,421.58,1433.16,37.88,118.42,3.28,35.80,4.80,26.08,1.96,0.00,30.95,16.71,138.27,6.07,2.93,5.99,0.41,0.20,2.46,0.66,1.48,2.53,3.64,4.08,1.32,1.98,50.02,2.07,0.58,1.66,2.47,""
2024-04-17,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-17,"Uncategorized","Pear, Fresh","1.00 large",131.10,0.00,0.00,193.11,0.03,0.06,0.37,0.11,0.07,0.00,16.10,2.97,9.89,0.00,0.48,10.12,20.70,0.19,0.41,16.10,0.11,27.60,266.80,0.23,2.30,0.23,35.03,7.27,0.00,22.42,0.00,22.62,0.32,0.00,0.19,0.22,0.05,0.00,0.00,0.21,0.00,0.00,0.03,0.04,0.04,0.00,0.03,0.83,0.03,0.00,0.00,0.04,"Fruits and Fruit Juices"
2024-04-18,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-18,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-18,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-18,"Uncategorized","Pear, Fresh","1.00 large",131.10,0.00,0.00,193.11,0.03,0.06,0.37,0.11,0.07,0.00,16.10,2.97,9.89,0.00,0.48,10.12,20.70,0.19,0.41,16.10,0.11,27.60,266.80,0.23,2.30,0.23,35.03,7.27,0.00,22.42,0.00,22.62,0.32,0.00,0.19,0.22,0.05,0.00,0.00,0.21,0.00,0.00,0.03,0.04,0.04,0.00,0.03,0.83,0.03,0.00,0.00,0.04,"Fruits and Fruit Juices"
2024-04-18,"Uncategorized","Chicken and Potatoes","1.00 full recipe",500.19,0.00,0.00,270.02,0.21,0.31,15.96,1.96,1.08,0.37,15.27,76.23,24.00,9.03,0.69,1.73,65.34,0.41,4.87,97.67,0.59,421.58,1433.16,37.88,118.42,3.28,35.80,4.80,26.08,1.96,0.00,30.95,16.71,138.27,6.07,2.93,5.99,0.41,0.20,2.46,0.66,1.48,2.53,3.64,4.08,1.32,1.98,50.02,2.07,0.58,1.66,2.47,""
2024-04-19,"Uncategorized","Daily meal","1.00 full recipe",1294.79,0.00,70.00,575.61,2.83,3.90,44.03,4.17,1.98,2.93,265.37,738.20,133.89,239.53,2.72,12.30,416.04,0.62,11.77,176.27,0.74,908.68,1888.96,84.31,659.72,10.14,153.88,38.27,26.08,50.08,0.00,110.41,37.95,700.27,12.37,5.26,11.44,0.41,0.31,4.64,1.10,1.93,3.58,5.30,5.47,1.91,3.01,86.02,3.00,0.82,2.43,3.66,""
2024-04-20,"Uncategorized","Daily meal","1.00 full recipe",1294.79,0.00,70.00,575.61,2.83,3.90,44.03,4.17,1.98,2.93,265.37,738.20,133.89,239.53,2.72,12.30,416.04,0.62,11.77,176.27,0.74,908.68,1888.96,84.31,659.72,10.14,153.88,38.27,26.08,50.08,0.00,110.41,37.95,700.27,12.37,5.26,11.44,0.41,0.31,4.64,1.10,1.93,3.58,5.30,5.47,1.91,3.01,86.02,3.00,0.82,2.43,3.66,""
2024-04-20,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","1.00 Slice",113.00,,,,0.90,1.05,9.80,,,,84.00,180.00,0.00,,,,50.00,,1.80,,,,,,127.00,,22.00,9.00,,8.00,,13.00,1.00,0.00,,,0.00,0.00,,,,,,,,,,4.00,,,,,"Baked Products"
2024-04-21,"Uncategorized","Daily meal","1.00 full recipe",1294.79,0.00,70.00,575.61,2.83,3.90,44.03,4.17,1.98,2.93,265.37,738.20,133.89,239.53,2.72,12.30,416.04,0.62,11.77,176.27,0.74,908.68,1888.96,84.31,659.72,10.14,153.88,38.27,26.08,50.08,0.00,110.41,37.95,700.27,12.37,5.26,11.44,0.41,0.31,4.64,1.10,1.93,3.58,5.30,5.47,1.91,3.01,86.02,3.00,0.82,2.43,3.66,""
2024-04-21,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","1.00 Slice",113.00,,,,0.90,1.05,9.80,,,,84.00,180.00,0.00,,,,50.00,,1.80,,,,,,127.00,,22.00,9.00,,8.00,,13.00,1.00,0.00,,,0.00,0.00,,,,,,,,,,4.00,,,,,"Baked Products"
2024-04-22,"Uncategorized","Daily meal","1.00 full recipe",1255.41,0.00,70.00,440.86,2.85,3.90,46.59,4.47,2.14,2.99,252.64,742.82,130.00,240.99,2.34,2.51,409.64,0.53,12.45,181.59,0.78,965.14,1956.14,90.60,678.52,10.59,127.80,32.20,32.60,28.14,0.00,95.53,39.84,722.17,13.03,5.53,12.01,0.46,0.34,4.84,1.21,2.19,4.00,5.89,6.15,2.13,3.33,93.99,3.34,0.92,2.72,4.06,""
2024-04-23,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-24,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-25,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-26,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-27,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-27,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-28,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-28,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-28,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-28,"Uncategorized","Quaker, Instant Oatmeal, Philippines","33.00 g",125.00,,,,0.10,,,,,0.10,,,,,,,13.00,,1.10,33.00,,93.00,,,2.00,0.60,23.00,3.20,,0.00,,19.80,3.00,0.00,,,0.50,0.00,,,,,,,,,,4.00,,,,,"Breakfast Cereals"
2024-04-28,"Uncategorized","Egg and Tuna","1.00 full recipe",432.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,946.00,1.58,5.68,0.00,0.00,1.68,0.00,5.67,29.92,579.50,6.12,2.12,10.90,0.00,1.30,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,32.87,0.91,0.23,0.77,1.15,""
2024-04-28,"Uncategorized","Olive Garden, House Salad, with Dressing","1.00 Each",150.00,0.00,,,,,,,,,,,,,,,,,,,,,,,770.00,,13.00,2.00,,4.00,,11.00,10.00,5.00,,,1.50,0.00,,,,,,,,,,3.00,,,,,"Meals, Entrees, and Sidedishes"
2024-04-28,"Uncategorized","Olive Garden, Breadstick, Garlic Butter","4.00 Each",560.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1840.00,,100.00,4.00,,4.00,,96.00,10.00,0.00,,,2.00,0.00,,,,,,,,,,16.00,,,,,"Baked Products"
2024-04-28,"Uncategorized","Olive Garden, soup, chicken & gnocchi","2.00 Bowl",460.00,0.00,,,,,,,,,,,,,,,,,,,,,,,2580.00,,44.00,2.00,,8.00,,42.00,24.00,110.00,,,9.00,0.00,,,,,,,,,,22.00,,,,,"Meals, Entrees, and Sidedishes"
2024-04-28,"Uncategorized","Olive Garden, pizza, cheese, kids'","2.00 Kids'",800.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1440.00,,108.00,6.00,,8.00,,102.00,26.00,50.00,,,14.00,0.00,,,,,,,,,,34.00,,,,,"Dairy and Egg Products"
2024-04-29,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-29,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-29,"Uncategorized","Chicken and Potatoes","1.00 full recipe",659.72,0.00,0.00,330.07,0.25,0.38,18.90,2.38,1.31,0.44,18.93,148.52,30.00,11.46,1.02,2.72,81.91,0.51,5.97,119.28,0.74,507.91,1769.41,44.49,140.56,3.98,44.76,6.00,32.60,2.46,0.00,38.70,26.60,180.50,9.13,3.69,11.39,0.77,0.27,2.96,0.77,1.74,2.97,4.29,4.80,1.55,2.33,58.90,2.44,0.69,1.96,2.92,""
2024-04-30,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-05-01,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
